Name,WeaponType,DamageType,Slot,SkillName,SkillDescription,Tags,Shape,ShapeParams,CritChancePercent,DamagePercent,Cooldown,ManaCost
War_Spear_Ultimate,Spear,War,Ultimate,Iron Fortress,Slam your spear into the ground to instantly deploy 2 ballista turrets and 3 ground spike traps arranged around your position. All deployed gadgets and traps from this ability are fully armed immediately and have 50% increased HP. Lasts 20 seconds.,"Item.Weapon.Spear, Element.War, Type.Deployable, Type.Minion, Stat.Offense.Global, Keyword.CC, Type.Trap, Slot.Ultimate",Deployable,"Duration=20; Minions=Ballista:2, SpikeTrap:3; HealthPercent=150",-1.0,-1.0,-1.0,-1.0
Demonic_Spear_Ultimate,Spear,Demonic,Ultimate,Thicket,"Drive a forest of burning spears up out of the ground within 12 meters for 400% weapon damage, setting alight and pinning everything caught for 6 seconds. The spears stand for 12 seconds afterward, and anything that walks into them is pinned as well.","Item.Weapon.Spear, Element.Demonic, Type.AOE.PointBlank, Type.AOE.Persistent, Keyword.CC, Keyword.DoT.Burn, Slot.Ultimate",Strike,Radius=12; Angle=360; Burn=1; ForcedMovement=Pin; ForcedMovementDuration=6; Terrain=Thicket; TerrainSize=12; TerrainDuration=12,-1.0,400.0,-1.0,-1.0
Chaos_Warhammer_Movement,Warhammer,Chaos,Movement,,,Slot.Movement,,,-1.0,-1.0,-1.0,-1.0
Famine_Warhammer_Movement,Warhammer,Famine,Movement,,,Slot.Movement,,,-1.0,-1.0,-1.0,-1.0
Celestial_Warhammer_Special,Warhammer,Celestial,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
Demonic_Warhammer_Special,Warhammer,Demonic,Special,Upthrust,"Slam the hammer down and drive a ridge of broken rock up out of the ground along a 10 meter line. The ridge blocks movement and projectiles for 8 seconds, and anything standing where it rises is thrown into the air and set alight.","Item.Weapon.Warhammer, Element.Demonic, Type.AOE.Persistent, Keyword.Stagger, Stat.Defense.Ranged, Keyword.DoT.Burn, Slot.Special",Strike,Radius=10; Angle=15; Burn=1; Terrain=Wall; TerrainSize=10; TerrainDuration=8; ForcedMovement=Launch; ForcedMovementDistance=3,-1.0,-1.0,-1.0,-1.0
Void_Warhammer_Special,Warhammer,Void,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
War_Sword_Ultimate,Sword,War,Ultimate,Bladestorm,"Channel to spin in a ferocious whirlwind of steel, striking all enemies within melee range repeatedly. Each strike applies bleed. Enemies hit 5 or more times have all their armor stripped for 6 seconds.","Item.Weapon.Sword, Element.War, Type.AOE.PointBlank, Keyword.DoT.Bleed, Stat.Defense.Armor, Slot.Ultimate",,,-1.0,-1.0,-1.0,-1.0
Chaos_Warhammer_Special,Warhammer,Chaos,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
Famine_Warhammer_Special,Warhammer,Famine,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
Celestial_All_Aura,All,Celestial,Aura,,,Slot.Aura,,,-1.0,-1.0,-1.0,-1.0
Demonic_All_Aura,All,Demonic,Aura,Conflagration,Emanate a ring of hellfire in a 10 meter radius. Enemies within it are continuously set alight and have their Demonic resistance reduced by 15%. Allies within it deal 8% increased fire damage. Drains mana per second while active.,"Element.Demonic, Type.AOE.Aura, Keyword.DoT.Burn, Stat.Defense.Resist, Stat.Offense.Global, Stat.Resource.Mana, Slot.Aura",Aura,Radius=10; Interval=1; Burn=1; Effect=Shred; EffectMagnitude=15; AllyIncreasedDamage=8,-1.0,-1.0,-1.0,-1.0
Pestilence_All_Aura,All,Pestilence,Aura,,,Slot.Aura,,,-1.0,-1.0,-1.0,-1.0
Void_All_Aura,All,Void,Aura,,,Slot.Aura,,,-1.0,-1.0,-1.0,-1.0
War_Whip_Ultimate,Whip,War,Ultimate,Whirlwind of Steel,"Spin your whip in a frenzy for 4 seconds, creating a zone of lashing cuts up to 7 meters around you. Every enemy in range is struck repeatedly, each hit applying bleed. Enemies that attempt to move through the zone take double damage.","Item.Weapon.Whip, Element.War, Type.AOE.Aura, Keyword.DoT.Bleed, Slot.Ultimate",,,-1.0,-1.0,-1.0,-1.0
Death_All_Aura,All,Death,Aura,,,Slot.Aura,,,-1.0,-1.0,-1.0,-1.0
Chaos_All_Aura,All,Chaos,Aura,,,Slot.Aura,,,-1.0,-1.0,-1.0,-1.0
Famine_All_Aura,All,Famine,Aura,,,Slot.Aura,,,-1.0,-1.0,-1.0,-1.0
